pred,score_raw,rank,score_transform
0.00603177090559876,993.968229094401,2000,909.146415086795
0.0064005322570208,993.599467742979,1999,887.562779625323
0.00646093137987471,993.539068620125,1998,884.161203506705
0.00654568534702236,993.454314652978,1997,879.447850829953
0.00708864100773505,992.911358992265,1996,850.794625393888
0.00763645432051872,992.363545679481,1995,824.28495773028
0.00772286030104466,992.277139698955,1994,820.299498208756
0.00772868484884613,992.271315151154,1993,820.032648782595
0.0079816998371392,992.018300162861,1992,808.654321985836
0.00803063696456269,991.969363035437,1991,806.5004198212
0.00805181602800558,991.948183971994,1990,805.572825323442
0.00807179899963455,991.928201000365,1989,804.700130189784
0.00817836153324529,991.821638466755,1988,800.087012273818
0.00822003102140861,991.779968978591,1987,798.301489950434
0.00822621177866979,991.77378822133,1986,798.037514149118
0.00832618056857848,991.673819431421,1985,793.798646878314
0.00832633304716869,991.673666952831,1984,793.792225303668
0.00833044715587737,991.669552844123,1983,793.619011189875
0.00839339210627626,991.606607893724,1982,790.980810657974
0.00859760831246092,991.402391687539,1981,782.572353369997
0.00859820753034476,991.401792469655,1980,782.548012753567
0.00873759794481314,991.262402055187,1979,776.937151775677
0.00878324567293924,991.216754327061,1978,775.121559226952
0.00881489895381933,991.185101046181,1977,773.868803236954
0.00882770805089326,991.172291949107,1976,773.363289522407
0.0088437888678106,991.15621113219,1975,772.729823706919
0.00886131579396066,991.138684206039,1974,772.040866011981
0.00889579808599608,991.104201914004,1973,770.689881748803
0.00890153432941048,991.09846567059,1972,770.465712646157
0.00892351978509964,991.0764802149,1971,769.608036245969
0.00892687232933635,991.073127670664,1970,769.477458781292
0.00894831441261388,991.051685587386,1969,768.643618721602
0.00896495591122443,991.035044088776,1968,767.998011644944
0.0089816545705329,991.018345429467,1967,767.351540787368
0.00901552408768528,990.984475912315,1966,766.044461067886
0.00914193471236305,990.858065287637,1965,761.214401874145
0.00920178649697845,990.798213503022,1964,758.953649401256
0.00920531287659058,990.794687123409,1963,758.820965576748
0.00929139902424535,990.708600975755,1962,755.599502836459
0.00931995946096719,990.680040539033,1961,754.538143713531
0.00933043304915269,990.669566950847,1960,754.149842261585
0.00933541564120853,990.664584358792,1959,753.965288001546
0.00933749777879026,990.66250222121,1958,753.888198849128
0.00944707576067401,990.552924239326,1957,749.858244577326
0.00944742191738174,990.552578082618,1956,749.845597419974
0.00951197279393183,990.488027206068,1955,747.496240165492
0.00953605823358633,990.463941766414,1954,746.624231213507
0.00957918308624226,990.420816913758,1953,745.069076195064
0.00960105241353258,990.398947586467,1952,744.283438321599
0.00960998870130494,990.390011298695,1951,743.962988629572
0.00963043654942697,990.369563450573,1950,743.231000993055
0.00967379157621302,990.326208423787,1949,741.684754331919
0.00970722478930976,990.29277521069,1948,740.497681258212
0.00981871208243118,990.181287917569,1947,736.572225510971
0.00989227465206335,990.107725347937,1946,734.009454342189
0.00989400937677736,990.105990623223,1945,733.94927904585
0.00992992174880045,990.0700782512,1944,732.706186117074
0.0100615542124164,989.938445787584,1943,728.192644150972
0.010075649057003,989.924350942997,1942,727.713287488808
0.0100954978873175,989.904502112682,1941,727.039519135094
0.0101292127261488,989.870787273851,1940,725.898477733811
0.0101468761747041,989.853123825296,1939,725.302382212939
0.0101742756299285,989.825724370072,1938,724.380027817278
0.0101808926501201,989.81910734988,1937,724.157696375986
0.0102290516534106,989.770948346589,1936,722.544438307112
0.010305687435593,989.694312564407,1935,719.994785143689
0.0103371162907355,989.662883709265,1934,718.955315925302
0.0103610050286648,989.638994971335,1933,718.1676018934
0.0103857379636565,989.614262036343,1932,717.354200946758
0.0103926820244052,989.607317975595,1931,717.12622087554
0.0104203221101574,989.579677889843,1930,716.220466347326
