pred,score_raw,rank,score_transform
0.00327151553433943,996.728484465661,2000,890.460505774082
0.00331101544499446,996.688984555005,1999,888.514515068214
0.00371150266097957,996.28849733902,1998,870.087885533154
0.00434043865672608,995.659561343274,1997,845.080847325137
0.00463753841033973,995.36246158966,1996,834.592102420618
0.005176415518379,994.823584481621,1995,817.291704916307
0.00520673418875061,994.793265811249,1994,816.376604099465
0.00558014709514821,994.419852904852,1993,805.55401837639
0.00577315353830799,994.226846461692,1992,800.26136574794
0.00588740541698133,994.112594583019,1991,797.217210872061
0.00592647638157501,994.073523618425,1990,796.190743743959
0.0061455585937397,993.85444140626,1989,790.566585987412
0.0062059149808389,993.794085019161,1988,789.054972968562
0.00620834432073213,993.791655679268,1987,788.994461926871
0.00634998437303683,993.650015626963,1986,785.509756286073
0.00641782449098726,993.582175509013,1985,783.870196466255
0.00654385922308324,993.456140776917,1984,780.873065662836
0.00673666411367296,993.263335886327,1983,776.406158101367
0.00679311197730474,993.206888022695,1982,775.124346700981
0.00679849545494616,993.201504545054,1981,775.002697847646
0.00685183017804834,993.148169821952,1980,773.803074287596
0.00690708966731399,993.092910332686,1979,772.570700309709
0.00695333106786367,993.046668932136,1978,771.547561999778
0.00717422507253218,992.825774927468,1977,766.758918018164
0.00726848457577684,992.731515424223,1976,764.763559648211
0.0072732708710716,992.726729128928,1975,764.662982892657
0.00733604688111723,992.663953118883,1974,763.350387955996
0.00735432294483054,992.64567705517,1973,762.970518876846
0.00739605431644441,992.603945683556,1972,762.106920527939
0.00742316060208055,992.57683939792,1971,761.548778560496
0.00760476885261244,992.395231147388,1970,757.864912882472
0.00761779440073735,992.382205599263,1969,757.60433774883
0.00763502483570927,992.364975164291,1968,757.260379064542
0.00766771026693752,992.332289733062,1967,756.61019034529
0.00769394540050583,992.306054599494,1966,756.090464771989
0.00787872490631841,992.121275093682,1965,752.48303879267
0.00793172516066209,992.068274839338,1964,751.465089998434
0.00793597483355794,992.064025166442,1963,751.383785570252
0.00812292771345982,991.87707228654,1962,747.852598664311
0.008158078015005,991.841921984995,1961,747.198439091843
0.00819188382036781,991.808116179632,1960,746.572153107859
0.00824172297223376,991.758277027766,1959,745.653882920978
0.00828170904031869,991.718290959681,1958,744.921458048644
0.00833405950256605,991.665940497434,1957,743.968280352204
0.00839818837288984,991.60181162711,1956,742.809379414149
0.00840495890355173,991.595041096448,1955,742.687581733424
0.00845338032212027,991.54661967788,1954,741.819572874933
0.00849305545617974,991.50694454382,1953,741.112325645969
0.00852079681113962,991.47920318886,1952,740.619916108324
0.00853678954397105,991.463210456029,1951,740.336827338213
0.00867357310675264,991.326426893247,1950,737.938651341733
0.00868229833431574,991.317701665684,1949,737.787056958093
0.00870491964093774,991.295080359062,1948,737.394789918219
0.00875552325143053,991.24447674857,1947,736.52124613931
0.00880482151927308,991.195178480727,1946,735.675439420234
0.00893491086507069,991.065089134929,1945,733.467721751991
0.00895037091501382,991.049629084986,1944,733.207652351261
0.00898092088079111,991.019079119209,1943,732.695156959052
